,Model,Label,location,energyscore,it
189,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.4464961308961,31
190,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.52537025732266,31
191,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.16151463903886,31
192,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.99503056753686,32
193,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4211370681591,32
194,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.34650486188131,32
195,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.37138049147666,32
196,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.60967478176097,32
197,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.1547678229793,32
198,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.95668404503981,33
199,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.48116961247607,33
200,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.3311386917389,33
201,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.40778267554117,33
202,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.45936757493541,33
203,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.24385001817717,33
204,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.9064343726023,34
205,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.3609222419114,34
206,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.39622633747351,34
207,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.36588233916268,34
208,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51731701117215,34
209,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.2060318721606,34
210,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.03949082818362,35
211,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.51532301763359,35
212,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.36388162751324,35
213,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.47585771120153,35
214,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.56097302247056,35
215,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.28002725992374,35
216,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.90692601861804,36
217,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.37831008226232,36
